"torch.Size([1, 1, 140, 260])","(tensor([60]), tensor([30]))",200.0,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([190]), tensor([100]))",0,"torch.Size([1, 1, 140, 260])",True
"torch.Size([1, 1, 140, 260])","(tensor([130]), tensor([20]))",0,"torch.Size([1, 1, 140, 260])",True
"torch.Size([1, 1, 140, 260])","(tensor([150]), tensor([70]))",0,"torch.Size([1, 1, 140, 260])",True
"torch.Size([1, 1, 140, 260])","(tensor([110]), tensor([100]))",9.803921568627452,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([60]), tensor([30]))",8.695652173913043,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([160]), tensor([60]))",8.547008547008549,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([160]), tensor([60]))",0,"torch.Size([1, 1, 140, 260])",True
"torch.Size([1, 1, 140, 260])","(tensor([160]), tensor([60]))",0,"torch.Size([1, 1, 140, 260])",True
"torch.Size([1, 1, 140, 260])","(tensor([10]), tensor([140]))",19.230769230769234,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([130]), tensor([110]))",7.751937984496124,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([130]), tensor([110]))",0,"torch.Size([1, 1, 140, 260])",True
"torch.Size([1, 1, 140, 260])","(tensor([140]), tensor([90]))",12.195121951219512,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([140]), tensor([90]))",0,"torch.Size([1, 1, 140, 260])",True
"torch.Size([1, 1, 140, 260])","(tensor([60]), tensor([30]))",62.5,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([30]), tensor([180]))",7.6923076923076925,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([30]), tensor([180]))",0,"torch.Size([1, 1, 140, 260])",True
"torch.Size([1, 1, 140, 260])","(tensor([110]), tensor([140]))",55.55555555555555,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([60]), tensor([30]))",10.309278350515465,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([60]), tensor([30]))",8.264462809917356,"torch.Size([1, 1, 140, 260])",False
"torch.Size([1, 1, 140, 260])","(tensor([200]), tensor([10]))",0,"torch.Size([1, 1, 140, 260])",True
